"","Bolivina cff. spathulata","Bolivina subaenariensis var. mexicana","Brizalina alata","Cassidulina teretis/laevigata","Chilostomella oolina","Cibicidoides pachyderma","Cibicidoides robertsonianus","Globobulimina spp.","Lobatula lobatula","Melonis barleeanus","Milliolinella circularis/valvularis","Nonionella turgida/pulchella","Oridorsalis umbonatus","Planulina arimenensis","Pyrgo spp.","Quinqueloculina spp.","Sphaeroidna bulloides","Triloculina spp.","Uvigerina mediterranea","Uvigerina peregrina","Virgulina subquamosa sensu Bradyi, 1884"
"15.71",0,9.12863070539419,0.829875518672199,2.0746887966805,8.71369294605809,2.0746887966805,5.39419087136929,6.63900414937759,0.4149377593361,0.4149377593361,3.3195020746888,18.2572614107884,4.9792531120332,6.22406639004149,2.0746887966805,4.9792531120332,0,7.05394190871369,1.2448132780083,1.2448132780083,4.5643153526971
"15.79",0.411522633744856,20.5761316872428,2.46913580246914,3.29218106995885,7.40740740740741,1.23456790123457,5.76131687242798,3.7037037037037,1.23456790123457,0,3.7037037037037,11.9341563786008,6.17283950617284,6.5843621399177,4.11522633744856,6.5843621399177,0,2.46913580246914,0,0,8.64197530864197
"15.89",0.420168067226891,38.2352941176471,1.26050420168067,3.36134453781513,6.30252100840336,2.10084033613445,2.52100840336134,4.6218487394958,1.26050420168067,0,1.26050420168067,6.72268907563025,5.04201680672269,4.20168067226891,4.20168067226891,2.94117647058824,0.840336134453782,0.840336134453782,0,0.840336134453782,7.98319327731092
"15.98",0,42.0634920634921,0.793650793650794,1.58730158730159,3.96825396825397,1.98412698412698,0.793650793650794,3.57142857142857,0,0,0.793650793650794,16.6666666666667,3.96825396825397,3.17460317460317,6.34920634920635,0.793650793650794,0,0,0,0.793650793650794,7.14285714285714
"16.08",0.401606425702811,24.8995983935743,4.81927710843374,4.01606425702811,4.81927710843374,8.43373493975904,2.40963855421687,7.2289156626506,0,0.803212851405622,0,14.0562248995984,6.42570281124498,3.21285140562249,4.41767068273092,1.20481927710843,0.401606425702811,0.803212851405622,0.803212851405622,0,3.6144578313253
"16.18",0.809716599190283,30.3643724696356,2.02429149797571,1.21457489878543,2.42914979757085,2.42914979757085,2.83400809716599,4.8582995951417,0,1.21457489878543,0.404858299595142,23.8866396761134,3.23886639676113,2.83400809716599,11.7408906882591,1.21457489878543,0,0,0.809716599190283,0,2.42914979757085
"16.36",2.62008733624454,8.73362445414847,2.18340611353712,8.73362445414847,7.4235807860262,9.1703056768559,1.74672489082969,5.24017467248908,0.436681222707424,2.18340611353712,2.62008733624454,7.86026200873363,7.86026200873363,2.18340611353712,3.05676855895197,10.0436681222707,1.74672489082969,1.74672489082969,2.18340611353712,0,1.74672489082969
"16.52",2.88065843621399,0.823045267489712,1.64609053497942,10.6995884773663,9.05349794238683,10.6995884773663,4.11522633744856,4.52674897119342,0,6.5843621399177,3.29218106995885,4.52674897119342,4.11522633744856,4.11522633744856,4.52674897119342,5.34979423868313,2.05761316872428,2.88065843621399,4.52674897119342,1.64609053497942,0.411522633744856
"16.67",7.09219858156028,0,0.709219858156028,11.7021276595745,4.60992907801418,11.7021276595745,2.83687943262411,3.90070921985816,1.06382978723404,8.15602836879433,0.709219858156028,1.06382978723404,3.19148936170213,4.25531914893617,4.9645390070922,7.80141843971631,2.83687943262411,3.90070921985816,6.02836879432624,1.41843971631206,0
"16.82",6.12244897959184,0,0.408163265306122,8.97959183673469,2.04081632653061,17.1428571428571,3.6734693877551,8.57142857142857,1.63265306122449,6.12244897959184,2.85714285714286,2.44897959183673,0.816326530612245,2.44897959183673,4.08163265306122,11.4285714285714,2.85714285714286,1.22448979591837,7.75510204081633,3.6734693877551,0.408163265306122
"16.97",4.18410041841004,0,5.85774058577406,11.7154811715481,4.18410041841004,19.2468619246862,3.34728033472803,8.36820083682008,0.836820083682008,3.34728033472803,2.09205020920502,3.34728033472803,3.34728033472803,2.09205020920502,5.02092050209205,7.11297071129707,2.09205020920502,0.836820083682008,5.02092050209205,1.67364016736402,0
"17.05",8.29875518672199,0,2.9045643153527,10.7883817427386,5.80912863070539,9.95850622406639,4.5643153526971,5.39419087136929,1.2448132780083,7.46887966804979,0,5.39419087136929,2.4896265560166,2.9045643153527,3.7344398340249,6.22406639004149,4.5643153526971,4.9792531120332,4.9792531120332,2.0746887966805,0
"17.12",5.79710144927536,0,6.28019323671498,8.69565217391304,7.2463768115942,7.72946859903382,1.93236714975845,7.2463768115942,2.41545893719807,8.69565217391304,1.44927536231884,6.76328502415459,3.38164251207729,1.93236714975845,3.86473429951691,3.86473429951691,1.93236714975845,0.483091787439614,7.72946859903382,3.86473429951691,0.483091787439614
"17.19",4.0650406504065,0,4.0650406504065,4.8780487804878,5.28455284552846,17.479674796748,6.50406504065041,3.2520325203252,1.6260162601626,5.28455284552846,1.6260162601626,0.813008130081301,2.4390243902439,0.40650406504065,4.8780487804878,9.75609756097561,2.84552845528455,0.813008130081301,12.1951219512195,4.0650406504065,0
"17.27",2.65486725663717,0,6.19469026548673,7.52212389380531,5.75221238938053,25.6637168141593,3.53982300884956,3.09734513274336,1.32743362831858,3.09734513274336,1.76991150442478,1.32743362831858,1.76991150442478,0.884955752212389,3.98230088495575,6.63716814159292,4.86725663716814,0.442477876106195,8.84955752212389,3.98230088495575,0
"17.39",5.02092050209205,0,8.78661087866109,9.6234309623431,4.18410041841004,5.85774058577406,2.09205020920502,3.76569037656904,0.836820083682008,2.51046025104602,0,6.27615062761506,1.67364016736402,1.25523012552301,5.85774058577406,9.6234309623431,4.60251046025105,1.25523012552301,16.7364016736402,3.34728033472803,0.836820083682008
"17.51",4.31034482758621,0,0.431034482758621,7.32758620689655,5.17241379310345,6.03448275862069,3.87931034482759,2.1551724137931,3.01724137931034,9.05172413793103,0,0.862068965517241,1.29310344827586,2.1551724137931,6.46551724137931,6.89655172413793,4.31034482758621,0.431034482758621,24.1379310344828,3.44827586206897,0
"17.64",4.91803278688525,2.04918032786885,3.68852459016393,6.14754098360656,4.0983606557377,2.45901639344262,5.32786885245902,2.45901639344262,1.22950819672131,7.78688524590164,0,6.14754098360656,2.45901639344262,2.04918032786885,6.14754098360656,3.27868852459016,3.27868852459016,1.63934426229508,27.0491803278689,0.409836065573771,0
"17.77",1.51975683890578,0,0.60790273556231,2.12765957446809,0.303951367781155,0.60790273556231,0.911854103343465,2.43161094224924,0,3.64741641337386,0.60790273556231,0.60790273556231,0,0.911854103343465,0.303951367781155,1.21580547112462,1.82370820668693,0.303951367781155,75.6838905775076,1.21580547112462,0
"17.89",4.41767068273092,0,1.20481927710843,6.82730923694779,0,7.2289156626506,1.20481927710843,3.6144578313253,0.401606425702811,4.41767068273092,0,0.803212851405622,0.401606425702811,0.803212851405622,4.01606425702811,5.22088353413655,2.81124497991968,1.20481927710843,43.3734939759036,5.22088353413655,0
"18.02",5.15151515151515,0,2.12121212121212,9.09090909090909,1.21212121212121,2.12121212121212,0.909090909090909,2.72727272727273,0.606060606060606,10,0,0.909090909090909,1.51515151515152,0.606060606060606,1.51515151515152,3.63636363636364,3.03030303030303,0.909090909090909,45.7575757575758,2.42424242424242,0
"18.16",2.98507462686567,0,2.23880597014925,7.46268656716418,1.49253731343284,3.73134328358209,1.11940298507463,3.73134328358209,0,7.83582089552239,0,1.49253731343284,0.746268656716418,0.373134328358209,3.35820895522388,2.98507462686567,4.47761194029851,1.86567164179104,47.3880597014925,2.23880597014925,0
"18.28",4.20168067226891,0,0.280112044817927,5.60224089635854,0.840336134453782,2.80112044817927,0.840336134453782,1.96078431372549,0.280112044817927,9.80392156862745,0,0.840336134453782,1.12044817927171,0,1.12044817927171,2.24089635854342,3.36134453781513,1.40056022408964,57.703081232493,1.68067226890756,0
"18.41",7.78688524590164,0.409836065573771,0.819672131147541,9.83606557377049,5.32786885245902,2.04918032786885,1.22950819672131,4.0983606557377,4.50819672131148,15.1639344262295,0.819672131147541,1.22950819672131,1.63934426229508,0,4.0983606557377,4.0983606557377,2.45901639344262,1.63934426229508,14.344262295082,1.63934426229508,0.409836065573771
"18.56",5.93220338983051,0,0,11.0169491525424,2.96610169491525,5.50847457627119,1.27118644067797,1.69491525423729,2.11864406779661,12.7118644067797,0,0,0.847457627118644,0.847457627118644,2.96610169491525,0,2.96610169491525,4.23728813559322,23.728813559322,3.8135593220339,0.847457627118644
"18.86",5.60344827586207,0.431034482758621,0,9.48275862068965,6.03448275862069,4.74137931034483,2.58620689655172,6.03448275862069,6.46551724137931,13.7931034482759,0,0.431034482758621,1.72413793103448,0.431034482758621,6.03448275862069,4.74137931034483,1.72413793103448,1.29310344827586,3.87931034482759,7.75862068965517,0.862068965517241
"19.26",3.48837209302326,0,0,12.7906976744186,4.26356589147287,3.10077519379845,4.26356589147287,6.2015503875969,9.68992248062016,16.2790697674419,1.16279069767442,0.387596899224806,0.775193798449612,1.55038759689922,5.03875968992248,6.58914728682171,2.32558139534884,0.387596899224806,0.775193798449612,4.26356589147287,0
"20.11",3.86100386100386,0.386100386100386,0,8.49420849420849,3.86100386100386,9.65250965250965,2.7027027027027,5.40540540540541,8.10810810810811,13.8996138996139,1.15830115830116,0,1.93050193050193,1.15830115830116,3.86100386100386,3.86100386100386,4.63320463320463,2.31660231660232,1.54440154440154,3.08880308880309,0.772200772200772
"20.51",2.10970464135021,0,0,3.79746835443038,6.75105485232067,1.68776371308017,3.79746835443038,4.21940928270042,7.59493670886076,8.86075949367089,2.53164556962025,0,2.10970464135021,1.68776371308017,4.21940928270042,5.48523206751055,13.9240506329114,2.10970464135021,0,2.53164556962025,0.843881856540084
"20.87",1.67364016736402,0,0,3.76569037656904,8.36820083682008,2.09205020920502,2.09205020920502,10.0418410041841,5.02092050209205,12.9707112970711,0,1.25523012552301,0,0.418410041841004,4.60251046025105,9.20502092050209,14.6443514644351,5.43933054393306,0.418410041841004,2.09205020920502,0
"21.25",2.54545454545455,0,0,11.6363636363636,3.63636363636364,1.45454545454545,5.09090909090909,9.45454545454546,0,8.72727272727273,0,1.45454545454545,0.727272727272727,1.09090909090909,6.18181818181818,8,14.1818181818182,2.18181818181818,0,1.81818181818182,0
"21.66",4.48979591836735,0.816326530612245,0,13.0612244897959,3.26530612244898,6.12244897959184,5.30612244897959,3.26530612244898,4.48979591836735,7.75510204081633,0,0.816326530612245,1.63265306122449,3.26530612244898,3.6734693877551,5.71428571428571,9.79591836734694,0.816326530612245,2.04081632653061,2.85714285714286,0
"22.09",3.35820895522388,0,0.373134328358209,10.4477611940298,5.22388059701492,4.47761194029851,3.73134328358209,6.71641791044776,6.71641791044776,10.0746268656716,1.11940298507463,1.86567164179104,2.23880597014925,0.373134328358209,5.59701492537313,4.47761194029851,10.8208955223881,2.23880597014925,1.11940298507463,5.59701492537313,0
"22.51",3.13725490196078,0,0,10.5882352941176,5.88235294117647,6.66666666666667,4.70588235294118,5.88235294117647,7.05882352941176,7.84313725490196,0.784313725490196,0.392156862745098,0.784313725490196,1.96078431372549,4.70588235294118,4.70588235294118,6.27450980392157,3.52941176470588,1.17647058823529,5.49019607843137,0
"23.25",6.45161290322581,0.403225806451613,0.403225806451613,6.85483870967742,5.64516129032258,6.85483870967742,2.01612903225806,14.9193548387097,5.24193548387097,7.25806451612903,0,5.64516129032258,2.41935483870968,1.20967741935484,6.45161290322581,5.24193548387097,0.806451612903226,1.20967741935484,0.806451612903226,2.82258064516129,1.20967741935484
"23.5",5.20833333333333,0,0,7.29166666666667,4.86111111111111,9.375,4.51388888888889,5.55555555555556,5.55555555555556,4.16666666666667,1.04166666666667,4.16666666666667,2.77777777777778,1.04166666666667,4.51388888888889,2.43055555555556,2.77777777777778,8.33333333333333,3.125,3.81944444444444,0.694444444444444
"23.76",5.63380281690141,0,0.704225352112676,2.8169014084507,5.28169014084507,10.9154929577465,5.98591549295775,5.98591549295775,6.69014084507042,4.92957746478873,0.704225352112676,5.63380281690141,1.40845070422535,1.40845070422535,6.33802816901408,3.52112676056338,1.05633802816901,1.40845070422535,2.46478873239437,4.92957746478873,1.05633802816901
"24.01",4.74308300395257,0,1.97628458498024,11.0671936758893,0,15.8102766798419,5.13833992094862,6.32411067193676,3.16205533596838,7.5098814229249,0.790513833992095,2.76679841897233,1.97628458498024,2.37154150197628,1.97628458498024,3.16205533596838,5.53359683794466,3.55731225296443,3.95256916996047,2.37154150197628,1.18577075098814
"24.26",6.4,0,3.2,12.4,4.8,16.8,3.2,8,3.6,4.8,0.8,3.2,0.8,0,4,2.8,3.2,1.2,2,3.6,0.4
"24.53",5.46218487394958,0,6.30252100840336,0,4.6218487394958,6.72268907563025,16.3865546218487,7.14285714285714,5.46218487394958,2.94117647058824,0,5.88235294117647,2.52100840336134,0.840336134453782,5.04201680672269,7.14285714285714,6.30252100840336,0.840336134453782,1.68067226890756,1.26050420168067,0
"24.79",3.80622837370242,0,8.65051903114187,24.9134948096886,7.61245674740484,2.07612456747405,3.11418685121107,2.42214532871972,3.80622837370242,0.346020761245675,0,17.3010380622837,1.73010380622837,1.03806228373702,9.68858131487889,5.19031141868512,0.346020761245675,0,0,0.69204152249135,0
"25.05",4.93273542600897,0,2.24215246636771,26.9058295964126,4.93273542600897,4.03587443946188,2.69058295964126,1.79372197309417,2.24215246636771,4.03587443946188,0,13.0044843049327,1.34529147982063,1.79372197309417,3.1390134529148,0.896860986547085,1.34529147982063,1.79372197309417,0,7.62331838565022,0.896860986547085
"25.31",2,0,5,27.5,3,2,2,3.5,2.5,0,1,16.5,3.5,0,11,11,0.5,0,0,1,0
"25.57",3.91304347826087,0,6.95652173913043,20,6.52173913043478,4.34782608695652,1.30434782608696,3.47826086956522,1.30434782608696,2.17391304347826,0.434782608695652,7.39130434782609,3.91304347826087,0,4.34782608695652,7.39130434782609,1.30434782608696,2.60869565217391,0,0.869565217391304,2.17391304347826
"25.84",10.9311740890688,0,0,18.2186234817814,1.61943319838057,4.8582995951417,2.83400809716599,1.61943319838057,3.23886639676113,6.07287449392713,0,0,2.02429149797571,0.809716599190283,1.61943319838057,5.26315789473684,1.21457489878543,3.23886639676113,0,9.31174089068826,0
"26.36",9.20502092050209,0,2.51046025104602,17.5732217573222,1.67364016736402,8.36820083682008,1.67364016736402,1.67364016736402,1.67364016736402,6.69456066945607,0,0,1.25523012552301,0.418410041841004,3.76569037656904,6.27615062761506,2.92887029288703,2.09205020920502,0,11.7154811715481,0
"26.6",3.2,0,2,17.2,4,12.8,1.6,3.6,4,7.2,0,0.4,2.4,0.8,4,3.6,2,1.2,5.6,6.8,0.4
"26.85",7.66666666666667,0.666666666666667,4,13,3.66666666666667,10.3333333333333,4.33333333333333,2.33333333333333,2,9.33333333333333,2,0.666666666666667,1.33333333333333,0.333333333333333,3,5.33333333333333,8.66666666666667,0,1.33333333333333,4,0
"27.08",4.74452554744525,0,1.82481751824817,10.5839416058394,5.10948905109489,14.2335766423358,4.37956204379562,4.37956204379562,2.55474452554745,2.18978102189781,0,1.09489051094891,2.18978102189781,2.91970802919708,5.47445255474453,4.01459854014599,6.2043795620438,1.09489051094891,4.01459854014599,1.82481751824817,0.364963503649635
